reviewId,userName,content,clean_text,score,rating_sentiment,sentiment,at,appVersion,source_app_id,source_app_name
6d2100c4-8f2b-430b-aca9-a11a4df821a9,Adi Supri,aplikasi baby. klo emng dk bisa proses ya kembalikan saldo .jangan maksa di suruh nunggu dari menit sampai 1 jam di proses gak selesai.maksa amat,aplikasi baby klo emng dk bisa proses ya kembalikan saldo jangan maksa di suruh nunggu dari menit sampai 1 jam di proses gak selesai maksa amat,1,negatif,negatif,2026-05-29 20:52:17,2.92.0,id.dana,DANA Dompet Digital Indonesia
18f2bb3f-3709-46b5-9ce5-af6179eef444,Cachaa Lolipop,Mau hapuss akun gak bisa dipersulitt uang saya diretas hilang 1..3 jta,mau hapuss akun gak bisa dipersulitt uang saya diretas hilang 1 3 jta,1,negatif,negatif,2026-05-29 20:49:52,2.127.0,id.dana,DANA Dompet Digital Indonesia
b5f1d711-1693-4556-8a8e-f76b0a251947,fatih akmal,baguslah untuk sekarang yahh setelah saya delete apk nya trus didownload lagi walaupun itu juga awalnya masih eror dikit dikit dan ada force closenya kalo seandainya masalah hp sih gua buka yang lain aman aja biasa aja kaga ada force close entah apa masalahnya mungkin sistemnya lagi eror tapi jujur saya kaget karna udah kaya scam scam yang lagi beredar gitu tapi sejauh ini pake dana bagus yahh semoga bisa lebih baik lagi,baguslah untuk sekarang yahh setelah saya delete apk nya trus didownload lagi walaupun itu juga awalnya masih eror dikit dikit dan ada force closenya kalo seandainya masalah hp sih gua buka yang lain aman aja biasa aja kaga ada force close entah apa masalahnya mungkin sistemnya lagi eror tapi jujur saya kaget karna udah kaya scam scam yang lagi beredar gitu tapi sejauh ini pake dana bagus yahh semoga bisa lebih baik lagi,5,positif,netral,2026-05-29 20:48:27,2.127.0,id.dana,DANA Dompet Digital Indonesia
88d357fd-ab5d-4874-8d4b-ec664211b523,Reyhan Nih is,dana nya mental terus pdahl udah update,dana nya mental terus pdahl udah update,3,netral,netral,2026-05-29 20:47:58,2.127.0,id.dana,DANA Dompet Digital Indonesia
9fa43541-61ec-4cab-8a4f-4b5e25fef3ca,Ando Sianipar,bagaimana ini aplikasi dana. tiba² tidak bisa di buka. padahal saldo ada didalam,bagaimana ini aplikasi dana tiba tidak bisa di buka padahal saldo ada didalam,5,positif,negatif,2026-05-29 20:47:50,2.127.0,id.dana,DANA Dompet Digital Indonesia
1cf7a51b-78dd-4cba-b2c8-d0124b156a8a,jelviana Lomy,tolong akun dana ku eror 🥺,tolong akun dana ku eror,5,positif,netral,2026-05-29 20:45:13,2.127.0,id.dana,DANA Dompet Digital Indonesia
a7ae9056-1187-4d0d-a8b3-21d9ee219353,Rensa Ekaa,"kenapa aplikasi nya ngga dapat di gunakan,di bukak kok kembali sendiri,mohon bantuannya 🙏🙏🙏",kenapa aplikasi nya ngga dapat di gunakan di bukak kok kembali sendiri mohon bantuannya,2,negatif,netral,2026-05-29 20:44:51,2.127.0,id.dana,DANA Dompet Digital Indonesia
7e797d18-5752-4908-ab41-2f54b8957a9f,Hanifah Hanufah,"mau TF aj susah,ke close mulu,kembali ke beranda,gmana sih pdhl lagi genting,udh di-update jg ttp aja begitu mulu",mau tf aj susah ke close mulu kembali ke beranda gmana sih pdhl lagi genting udh di update jg ttp aja begitu mulu,1,negatif,negatif,2026-05-29 20:44:17,2.127.0,id.dana,DANA Dompet Digital Indonesia
53e68820-3fc3-401f-b004-66a2cd4c768d,Bacot Monyet,minta tolong ajukan dana cicil syh,minta tolong ajukan dana cicil syh,1,negatif,netral,2026-05-29 20:43:04,2.127.0,id.dana,DANA Dompet Digital Indonesia
980c5b0f-1284-4be6-a3bb-9b99770709e2,Lenna Ria Manalu,Kenapa DANA CICIL tidak tersedia ? padahal ada limit,kenapa dana cicil tidak tersedia padahal ada limit,3,netral,netral,2026-05-29 20:42:56,2.126.0,id.dana,DANA Dompet Digital Indonesia
0eda60b8-3358-4541-b572-e9ec7639456a,Steven Khalit farhan,internet udah lancar terkadang masih saja ada terlalu banyak transaksi padahal baru buka banget,internet udah lancar terkadang masih saja ada terlalu banyak transaksi padahal baru buka banget,4,positif,positif,2026-05-29 20:41:13,2.127.0,id.dana,DANA Dompet Digital Indonesia
7a28cef7-a2a2-4942-83c5-cdcb87b4702c,Doniedanie 1983,sudah premium tapi tidak bisa pengajuan pinjaman,sudah premium tapi tidak bisa pengajuan pinjaman,5,positif,netral,2026-05-29 20:38:27,,id.dana,DANA Dompet Digital Indonesia
72d558bc-20d5-43b2-a711-658921948acb,only_ putzz.,lebih nyaman,lebih nyaman,4,positif,positif,2026-05-29 20:36:50,2.127.0,id.dana,DANA Dompet Digital Indonesia
82ec4eba-6f0a-487c-8514-441558f082bb,Annisa Mawaddah,sangat membantu,sangat membantu,5,positif,positif,2026-05-29 20:35:05,2.119.0,id.dana,DANA Dompet Digital Indonesia
91c7eb6d-aa2b-4511-8870-51350c4d08a8,Meychanrayyan0511,good job,good job,5,positif,positif,2026-05-29 20:34:56,2.127.0,id.dana,DANA Dompet Digital Indonesia
c700c406-0204-4da8-bc3c-73bc62e6c61a,Andika Harianto,bagus banget,bagus banget,5,positif,positif,2026-05-29 20:34:42,,id.dana,DANA Dompet Digital Indonesia
2d0bf49f-7e99-4d09-af73-c6ac9f1e6dfd,Emilianus Ton,mantap luar biasa,mantap luar biasa,5,positif,positif,2026-05-29 20:33:29,2.126.0,id.dana,DANA Dompet Digital Indonesia
f74f062f-88c1-405c-92d3-2474f77b8029,Bone Partyy,BERNADUS BONE,bernadus bone,5,positif,netral,2026-05-29 20:33:01,2.126.0,id.dana,DANA Dompet Digital Indonesia
ae442c93-8243-46f7-99c0-4edd409ac655,Entik Rosmanah,mks dana memudah kan semua urusan ku,mks dana memudah kan semua urusan ku,5,positif,netral,2026-05-29 20:32:57,2.126.0,id.dana,DANA Dompet Digital Indonesia
bbe6c7ca-00f0-4ea6-8f80-b802d7035a9e,Akb** Mau****,kak tolong dong kenapa ya keluar2 sendiri,kak tolong dong kenapa ya keluar2 sendiri,2,negatif,netral,2026-05-29 20:30:35,2.127.0,id.dana,DANA Dompet Digital Indonesia
844915a3-80c6-4c40-af03-d9023f82c982,Pras Oke,terpacaya dan bagus,terpacaya dan bagus,5,positif,positif,2026-05-29 20:30:32,2.127.0,id.dana,DANA Dompet Digital Indonesia
597f6df9-c329-4ecc-ab56-a6c861b70035,Gicep Yo,fitur dana cicil g guna. buat apa dikasih fitur nya kalau g bisa dipakai,fitur dana cicil g guna buat apa dikasih fitur nya kalau g bisa dipakai,1,negatif,netral,2026-05-29 20:29:31,2.127.0,id.dana,DANA Dompet Digital Indonesia
fdea2e9c-267b-454d-9bff-e0074689faf7,aceng sopyan,bagus sangat membantu,bagus sangat membantu,5,positif,positif,2026-05-29 20:29:03,2.127.0,id.dana,DANA Dompet Digital Indonesia
fe48ff9d-29d8-4568-98c5-d2b4fbeab06c,Angga mulyana,oky mntap,oky mntap,4,positif,netral,2026-05-29 20:28:32,2.123.2,id.dana,DANA Dompet Digital Indonesia
1b7b5b63-46ea-4e99-8b1e-f228da9c4054,Alia Smc,sering keluar sendiri kesal banget,sering keluar sendiri kesal banget,1,negatif,netral,2026-05-29 20:27:24,2.127.0,id.dana,DANA Dompet Digital Indonesia
753f18b2-6345-4e08-a29d-134edc85c938,Pratama 24 Abg,tolong perbaiki aplikasi dana saya,tolong perbaiki aplikasi dana saya,1,negatif,netral,2026-05-29 20:25:25,2.127.0,id.dana,DANA Dompet Digital Indonesia
ced5bfe0-b243-4b21-b55d-4675adf08994,putra zuma,sangat amat membantu bertransaksi,sangat amat membantu bertransaksi,5,positif,positif,2026-05-29 20:24:21,2.127.0,id.dana,DANA Dompet Digital Indonesia
553a64a7-a551-485f-9192-b2a2f2843725,Rozak,alhamdulillah lancar,alhamdulillah lancar,5,positif,positif,2026-05-29 20:23:47,2.126.0,id.dana,DANA Dompet Digital Indonesia
95103148-9f9a-450b-80bd-4f92f4904b7f,Hmzhn,DANA menolak pembayaran Anda. Periksa kembali akun DANA Anda atau pilih metode pembayaran lain. Pelajari lebih lanjut. [OR-PFGVEM-55] Segala pembayaran Ditolak kecuali Pembelian dari Telkomsel. tolol scan qr anj,dana menolak pembayaran anda periksa kembali akun dana anda atau pilih metode pembayaran lain pelajari lebih lanjut or pfgvem 55 segala pembayaran ditolak kecuali pembelian dari telkomsel tolol scan qr anj,1,negatif,negatif,2026-05-29 20:23:25,2.77.0,id.dana,DANA Dompet Digital Indonesia
e8546ced-b453-48c9-832d-a1e8b52c3d2f,Saiful aja,ok,ok,5,positif,positif,2026-05-29 20:23:17,2.110.0,id.dana,DANA Dompet Digital Indonesia
2b2b5077-6f6d-47ec-9f80-395943de90ce,Putra Pasaribu,aplikasi dana saya ngebak,aplikasi dana saya ngebak,1,negatif,netral,2026-05-29 20:20:44,2.127.0,id.dana,DANA Dompet Digital Indonesia
0f86ca36-d608-41a7-a45e-9496cf56ec66,Dimas Eko,ini saya mau top up di indomaret kok gak bisa ya tolong di bantu,ini saya mau top up di indomaret kok gak bisa ya tolong di bantu,1,negatif,positif,2026-05-29 20:19:31,2.127.0,id.dana,DANA Dompet Digital Indonesia
e7921fda-db69-4c74-b571-29770d535148,Yogi Setiawan,membantu mudah ngambil uang,membantu mudah ngambil uang,5,positif,positif,2026-05-29 20:19:10,2.127.0,id.dana,DANA Dompet Digital Indonesia
38545f91-82d8-4d45-9854-e9c7615b5c8b,Adi Setiadi,josjis,josjis,5,positif,netral,2026-05-29 20:18:50,2.127.0,id.dana,DANA Dompet Digital Indonesia
46c21cff-613b-415d-8e52-ddbbe79ee72b,David Dasilva,kenapa bug ini dana ku,kenapa bug ini dana ku,1,negatif,negatif,2026-05-29 20:17:56,2.127.0,id.dana,DANA Dompet Digital Indonesia
a6c28fa0-ae6f-4167-9ddc-fb538e3b12ab,Maulana IBC,bgaus & efisien memudahkan banget,bgaus efisien memudahkan banget,5,positif,netral,2026-05-29 20:16:49,2.126.0,id.dana,DANA Dompet Digital Indonesia
0f90f308-0487-4d09-9172-7e653c21bd3c,Aidil Fitra,hhah,hhah,5,positif,netral,2026-05-29 20:16:48,2.120.1,id.dana,DANA Dompet Digital Indonesia
acaf5666-fa91-479e-b1fc-ce3de4da4527,Yayan Kokom,top bgt....knapa ya dana d klik keluar terus ya apa lagi eror,top bgt knapa ya dana d klik keluar terus ya apa lagi eror,5,positif,positif,2026-05-29 20:16:19,2.127.0,id.dana,DANA Dompet Digital Indonesia
30bb6081-b5b8-41aa-a6b2-cd4669debb59,Sulthon Uthon,mantep,mantep,3,netral,netral,2026-05-29 20:16:04,2.127.0,id.dana,DANA Dompet Digital Indonesia
dda3f723-c2f0-4c12-8bf4-83bbdad791ca,San Ardiansyah,dana saya engga bisa kebuka aneh sekali,dana saya engga bisa kebuka aneh sekali,1,negatif,netral,2026-05-29 20:15:56,2.127.0,id.dana,DANA Dompet Digital Indonesia
76e65b1b-4ffe-4d84-9e2a-852e7446f772,Redi Yansah,"saya membeli kuota internet di dana trasaksi nya berhasil,tapi kuota internet nya tidak masuk masuk dari malam pukul 1. sampe sekarang gak ada masuk, saya protes tapi tidak Ada solusi atau saldo kembali makanya saya memutuskan untuk tidak memakai dana LG karna merusak kepercayaan padahal akun saya sudah premium mengecewakan",saya membeli kuota internet di dana trasaksi nya berhasil tapi kuota internet nya tidak masuk masuk dari malam pukul 1 sampe sekarang gak ada masuk saya protes tapi tidak ada solusi atau saldo kembali makanya saya memutuskan untuk tidak memakai dana lg karna merusak kepercayaan padahal akun saya sudah premium mengecewakan,1,negatif,negatif,2026-05-29 20:14:10,2.127.0,id.dana,DANA Dompet Digital Indonesia
cd006204-00f2-4a49-9458-e7b408718226,sofa mustofa,sangat praktis mudah digunakan sat set beres👌🏻,sangat praktis mudah digunakan sat set beres,5,positif,positif,2026-05-29 20:14:08,,id.dana,DANA Dompet Digital Indonesia
aea4260f-f122-4a32-ac8a-ff242a56ba17,Supartini Tini,sangat bagus,sangat bagus,5,positif,positif,2026-05-29 20:13:18,2.125.3,id.dana,DANA Dompet Digital Indonesia
842e5a24-8725-4eeb-8fab-8b5823f6c441,Tahya Hidayat,"pokonya the best, merasa sangat terbantu banget sama Apk DANA..",pokonya the best merasa sangat terbantu banget sama apk dana,5,positif,netral,2026-05-29 20:10:58,2.69.1,id.dana,DANA Dompet Digital Indonesia
ecd28042-ad81-4930-bda6-d4fc7b25145a,Denis Saptr,transaksi sudah puluhan juta tapi fitur dana cicil belum muncul muncul gimna ini pilih kasih,transaksi sudah puluhan juta tapi fitur dana cicil belum muncul muncul gimna ini pilih kasih,4,positif,netral,2026-05-29 20:10:06,2.125.3,id.dana,DANA Dompet Digital Indonesia
b3cfb000-6091-42d8-a893-e90f5fdfb0f5,Sigit Pramana,"Kecewa Lagi Padahal Bulan kemarin Dana Bisnis Langsung Bisa di tarik Hari Itu Juga. Sekarang Kok Balik Lagi Harus Nunggu Besoknya Jam 5, Balik lagi ke Lainya Yang Bisa Di Tarik kapan pun Dananya.",kecewa lagi padahal bulan kemarin dana bisnis langsung bisa di tarik hari itu juga sekarang kok balik lagi harus nunggu besoknya jam 5 balik lagi ke lainya yang bisa di tarik kapan pun dananya,3,netral,negatif,2026-05-29 20:10:04,2.127.0,id.dana,DANA Dompet Digital Indonesia
3b5671cb-85ee-4be8-a0b7-c3557c8c493f,Ahmad Efendi,"aplikasinya ngebug lagi, udah top up 200 RB lalu aku beli aplikasi necrophonic harga 139.000 tapi tidak bisa karena jumlah melebihi batas mohon bantuannya dan perbaiki aplikasinya",aplikasinya ngebug lagi udah top up 200 rb lalu aku beli aplikasi necrophonic harga 139 000 tapi tidak bisa karena jumlah melebihi batas mohon bantuannya dan perbaiki aplikasinya,2,negatif,positif,2026-05-29 20:07:40,2.127.0,id.dana,DANA Dompet Digital Indonesia
d5feee1b-fd8e-49df-baa7-e25ed2d10853,Robi Surya,sering balik ulang..betulin lagi dong,sering balik ulang betulin lagi dong,3,netral,netral,2026-05-29 20:07:31,2.127.0,id.dana,DANA Dompet Digital Indonesia
79db505f-f24f-4b1d-86d0-3ad517b5682e,Peni Setiawan,terima kasih saya sangat senang karna ini sangat membantu banget dan memudahkan saya,terima kasih saya sangat senang karna ini sangat membantu banget dan memudahkan saya,5,positif,positif,2026-05-29 20:06:29,2.127.0,id.dana,DANA Dompet Digital Indonesia
5e15eeb0-992e-4a6b-a625-e942336f3ef9,Kang Mos,jos tenannnn,jos tenannnn,5,positif,positif,2026-05-29 20:06:15,2.126.0,id.dana,DANA Dompet Digital Indonesia
a33fb3e5-2cea-4145-9623-8856fa70d633,Agus puji antoro,Oke bagus,oke bagus,4,positif,positif,2026-05-29 20:05:18,2.127.0,id.dana,DANA Dompet Digital Indonesia
4965b400-a22e-442c-875e-eee04b8924db,Griyo Ponsel,suka keluar sendiri,suka keluar sendiri,3,netral,positif,2026-05-29 20:04:34,2.127.0,id.dana,DANA Dompet Digital Indonesia
0733ae85-5ddf-41fd-88d9-6a1f02caa67c,Elvri do,premium harus pake ktp,premium harus pake ktp,1,negatif,netral,2026-05-29 20:03:22,2.127.0,id.dana,DANA Dompet Digital Indonesia
ddc379da-66e2-4652-bac5-36a892bd1493,Anugrah halawa123 Halawa123,sangat bagus untuk digunakan,sangat bagus untuk digunakan,5,positif,positif,2026-05-29 20:03:20,2.127.0,id.dana,DANA Dompet Digital Indonesia
0f3fdd61-9e8d-469b-ba3b-f5c723aa4bc5,pradit Dion,caper bgt anj orang mau ngambil uang malah di arahin ke browers kan tolol yatim bgt,caper bgt anj orang mau ngambil uang malah di arahin ke browers kan tolol yatim bgt,1,negatif,netral,2026-05-29 20:02:56,2.127.0,id.dana,DANA Dompet Digital Indonesia
7b0bfcf0-5156-44c4-a47f-527c5bef60e1,Ndang Priatna,berguna,berguna,5,positif,netral,2026-05-29 20:02:49,2.127.0,id.dana,DANA Dompet Digital Indonesia
3b1958be-ed7b-42fb-8f60-cdf3a760020d,Syahrir Icong,ayo pakai dana,ayo pakai dana,4,positif,netral,2026-05-29 20:01:58,2.127.0,id.dana,DANA Dompet Digital Indonesia
61cdbfde-88e8-4750-b75d-e5efa730ae73,ارمان توفیق,jujur saya kecewa karna uang saya sering hilang,jujur saya kecewa karna uang saya sering hilang,1,negatif,negatif,2026-05-29 20:01:32,2.125.3,id.dana,DANA Dompet Digital Indonesia
9e1aa0d3-697b-49db-b9c2-fbb28dbe3ce0,Entis Andika,"semangat terus, lancar sangat membantu",semangat terus lancar sangat membantu,5,positif,positif,2026-05-29 19:57:50,2.127.0,id.dana,DANA Dompet Digital Indonesia
a81006bd-a247-49da-b4fb-5191e48849e5,Man Rahman,sangat baik,sangat baik,5,positif,positif,2026-05-29 19:57:17,2.125.3,id.dana,DANA Dompet Digital Indonesia
8ce851ca-c912-4790-b7f5-28dc5f74e2d3,Serbiona V,"Top up pake dana kirain bisa langsung di pake, malah dpt notif pembayaran gagal krn limit trx trus dminta upg premium.. kan ribet & tambah lama.. mending pake payment yg lain.",top up pake dana kirain bisa langsung di pake malah dpt notif pembayaran gagal krn limit trx trus dminta upg premium kan ribet tambah lama mending pake payment yg lain,1,negatif,negatif,2026-05-29 19:56:02,2.127.0,id.dana,DANA Dompet Digital Indonesia
2f7f02f1-52ca-4b35-aefa-69c336098b6d,Maariz,"aplikasi dana memang ya, tidak bertanggung jawab, saya melakukan transaksi pakai QR terus kata si penerimanya nggk masuk, padahal statusnya sukses DAN MENGAPA SAYA MELAKUKAN TF KE ORANG LAIN DAN SAYA KENA TIPU SAMA ORANG ,DANA TIDAK BISA BANTU YAH , PADAHAL SAYA SUDAH AKTIFKAN PROTEKSI XTRA, dan sudah membuat Laporan total KERUGIAN SAYA MENCAPAI 1,5 JUTA , YANG TIDAK MASUK KE SI PENERIMA 200K DAN TOTAL SAYA KENA TIPU SEBESAR 1,2 JUTA, MOHON PIHAK DANA UNTUK MENTINDAKLANJUTI PERMASALAHAN INI 🙏🙏",aplikasi dana memang ya tidak bertanggung jawab saya melakukan transaksi pakai qr terus kata si penerimanya nggk masuk padahal statusnya sukses dan mengapa saya melakukan tf ke orang lain dan saya kena tipu sama orang dana tidak bisa bantu yah padahal saya sudah aktifkan proteksi xtra dan sudah membuat laporan total kerugian saya mencapai 1 5 juta yang tidak masuk ke si penerima 200k dan total saya kena tipu sebesar 1 2 juta mohon pihak dana untuk mentindaklanjuti permasalahan ini,1,negatif,negatif,2026-05-29 19:56:01,,id.dana,DANA Dompet Digital Indonesia
48d4a203-00b8-42a6-bd0c-b7953c71852c,dimas Masrudi,dana cicil ngga muncul,dana cicil ngga muncul,5,positif,netral,2026-05-29 19:54:43,2.127.0,id.dana,DANA Dompet Digital Indonesia
a8249edc-006c-447d-b5d5-b5cf498f9bf4,Rahmat HIDAYAT TENTCAR,sangat buruk sekali,sangat buruk sekali,1,negatif,negatif,2026-05-29 19:53:22,,id.dana,DANA Dompet Digital Indonesia
f7c8f933-7ed7-4135-a8b8-c2047ca7f1a3,Roy Ana,bagus sekli,bagus sekli,5,positif,positif,2026-05-29 19:51:42,2.127.0,id.dana,DANA Dompet Digital Indonesia
0fdca6f1-a1c9-4bb9-b79a-84c0b8b6f545,Wulan Wulan,sangat mudah untuk transaksi,sangat mudah untuk transaksi,4,positif,positif,2026-05-29 19:49:48,2.125.2,id.dana,DANA Dompet Digital Indonesia
b0e109e6-0d61-498f-8e5b-f5c2a882476b,Gojek Driver Jakarta,apk dongo ngeselin.....payah lemot mulu aplikasi nya ......jaringan baguss ...apk erorrr,apk dongo ngeselin payah lemot mulu aplikasi nya jaringan baguss apk erorrr,1,negatif,negatif,2026-05-29 19:49:11,2.127.0,id.dana,DANA Dompet Digital Indonesia
69489369-e37f-41d2-a06c-3bc7919cfc08,AIS STORY,sejauh ini. masih bagus,sejauh ini masih bagus,3,netral,positif,2026-05-29 19:49:01,2.127.0,id.dana,DANA Dompet Digital Indonesia
c2c8acb7-8a08-42b2-81fd-1fb2294752e1,TUPAI_JANTAN,"kenapa hari ini aplikasi dana saya sering eror ya, tolong admin ini gimana?",kenapa hari ini aplikasi dana saya sering eror ya tolong admin ini gimana,1,negatif,netral,2026-05-29 19:45:34,2.74.0,id.dana,DANA Dompet Digital Indonesia
74cf7fbb-0a41-4bb4-a0dd-abea44faf757,Escape From Belitung,Sangat memudahkan transaksi,sangat memudahkan transaksi,5,positif,netral,2026-05-29 19:42:02,2.127.0,id.dana,DANA Dompet Digital Indonesia
260e0b32-47d6-4813-80dd-f0ddc487942a,M Affandie,cukup baik,cukup baik,5,positif,positif,2026-05-29 19:40:41,2.127.0,id.dana,DANA Dompet Digital Indonesia
fffc477a-1a04-49a7-ba59-aa622a59b384,Hakhy milandry,"aplikasi bodoh,dana cicil udah dilunasin tapi berbulan2 gabisa dipake,padahal udah banyak keluhan dari orang tapi gadi gubris,bodoh idiot,bukan di benerin tapi tolol",aplikasi bodoh dana cicil udah dilunasin tapi berbulan2 gabisa dipake padahal udah banyak keluhan dari orang tapi gadi gubris bodoh idiot bukan di benerin tapi tolol,1,negatif,netral,2026-05-29 19:40:23,2.127.0,id.dana,DANA Dompet Digital Indonesia
bd6088ae-75b1-4b51-8525-6758d4b03371,26rams Syaputra,APK ini sangat puas untuk menyimpan dana,apk ini sangat puas untuk menyimpan dana,5,positif,positif,2026-05-29 19:39:06,2.126.0,id.dana,DANA Dompet Digital Indonesia
2239b1eb-7207-45a0-8b56-3547f4c017cf,Ridoalma77 Ridoalma77,bagus skli,bagus skli,5,positif,positif,2026-05-29 19:38:25,2.127.0,id.dana,DANA Dompet Digital Indonesia
5885f624-ee70-4870-98e7-01760797a05e,Bunga Bunga,Siapa 👍,siapa,5,positif,netral,2026-05-29 19:37:57,,id.dana,DANA Dompet Digital Indonesia
38ff0a1c-0f11-4d95-af20-c1ce680e02a5,Rian,oke,oke,5,positif,positif,2026-05-29 19:37:22,2.127.0,id.dana,DANA Dompet Digital Indonesia
488aa9c1-58f6-43e9-be04-62e11298073a,SYAFRUDIN,mantap dana,mantap dana,5,positif,positif,2026-05-29 19:34:18,2.126.0,id.dana,DANA Dompet Digital Indonesia
53f7eeef-7c4e-45a4-a95f-6f9532e6d46f,Ali Firdaus,ko saya buka aplikasi dana balik lagi balik lagi .padahal lagi butuh ambil uang,ko saya buka aplikasi dana balik lagi balik lagi padahal lagi butuh ambil uang,5,positif,netral,2026-05-29 19:33:25,2.127.0,id.dana,DANA Dompet Digital Indonesia
ecc1dbd7-6e39-4ceb-810d-7a1d14601ec4,Bedlim City,halo selamat malam admin say mu tnya dong,halo selamat malam admin say mu tnya dong,5,positif,netral,2026-05-29 19:31:59,2.127.0,id.dana,DANA Dompet Digital Indonesia
23e7c9b7-f9a1-44d0-9606-a4e5743d5e82,Wawat Setiawati,"DANA sangat membantu dlm berbagaii transaksi, & juga alhamdulillah saldo aman tdk seperti kita menyimpan saldo di rekening selalu berkurang",dana sangat membantu dlm berbagaii transaksi juga alhamdulillah saldo aman tdk seperti kita menyimpan saldo di rekening selalu berkurang,5,positif,netral,2026-05-29 19:31:53,2.74.0,id.dana,DANA Dompet Digital Indonesia
963c5694-aa03-49c7-9d87-f3bdb1f84658,Yani Ipotis,nie knp y aplikasi dana sy GK bisa d buka k'luar secara tiba²,nie knp y aplikasi dana sy gk bisa d buka k luar secara tiba,5,positif,netral,2026-05-29 19:31:36,2.127.0,id.dana,DANA Dompet Digital Indonesia
654e534b-8dc3-49af-a66d-47b0b6898996,Bagass Zetto,sangat mudah dan cepat,sangat mudah dan cepat,5,positif,positif,2026-05-29 19:29:50,2.125.3,id.dana,DANA Dompet Digital Indonesia
848c0bc2-eb26-4d99-be59-3cf24525a455,Riyankspp,aplikasi dana cukup membantu ..memudah kan mengirim uang,aplikasi dana cukup membantu memudah kan mengirim uang,3,netral,positif,2026-05-29 19:29:18,2.59.2,id.dana,DANA Dompet Digital Indonesia
c3aa5551-1989-43be-a2a8-049e28a5fee8,Iskandar,sangat memuaskan,sangat memuaskan,5,positif,netral,2026-05-29 19:28:30,2.127.0,id.dana,DANA Dompet Digital Indonesia
34de4c80-afc2-4993-96bd-457f72ed7cab,Icha Fatih,saya kasih bintang 4 kenapa karna di fitur dana saya nggak ada paylater nya padahal butuh banget buat bayar kost,saya kasih bintang 4 kenapa karna di fitur dana saya nggak ada paylater nya padahal butuh banget buat bayar kost,4,positif,netral,2026-05-29 19:27:21,2.127.0,id.dana,DANA Dompet Digital Indonesia
1d21e6ca-5ea7-4918-8c86-da244e66acab,M Satria Mahdun,dana cicil tidak bisa di pakai,dana cicil tidak bisa di pakai,5,positif,netral,2026-05-29 19:26:14,2.127.0,id.dana,DANA Dompet Digital Indonesia
dde880e6-d106-49e9-ba71-456d791c66dc,Risky Akbar,mantap aplikasi nya,mantap aplikasi nya,5,positif,positif,2026-05-29 19:25:37,2.127.0,id.dana,DANA Dompet Digital Indonesia
